"","date","AAPL","AMZN","FB","GOOGL","MSFT"
"1",2013-01-02,0,0,0,0,0
"2",2013-01-03,-0.0127028929022395,0.00453678817501157,-0.00824820885649576,0.000580529109726874,-0.0134869014901911
"3",2013-01-04,-0.0282500242799797,0.00258865741037511,0.0350292315341379,0.0195676255895363,-0.0188929771634155
"4",2013-01-07,-0.00589926764740444,0.0352948720518412,0.0226891823204455,-0.00437284482151843,-0.00187130791576981
"5",2013-01-08,0.00268760130838122,-0.00777801399187982,-0.0123120914427175,-0.00197536193341139,-0.00525953540356077
"6",2013-01-09,-0.0157523155693084,-0.000112623653303703,0.051310534432238,0.00655152199272187,0.00563402410088977
"7",2013-01-10,0.0123198180682209,-0.00379924847598597,0.0229449074344131,0.00454174959778945,-0.00902938955019894
"8",2013-01-11,-0.00615072283603391,0.00975107489942492,0.0133292996435704,-0.00201155203336524,0.0138864335098931
"9",2013-01-14,-0.0363035233472824,0.0177192528216083,-0.0245743338000133,-0.0228816675014792,0.00223379075106416
"10",2013-01-15,-0.0320579442796915,-0.00304800556331729,-0.0278478596859522,0.00232009708953607,0.0118299162497855
"11",2013-01-16,0.0406707191438857,-0.0109832329109472,-0.00834033191621895,-0.0135268658348386,-0.00626693232388833
"12",2013-01-17,-0.0067609388999899,0.00574710240752981,0.00966832018123732,-0.00542579537613595,0.00773597774520099
"13",2013-01-18,-0.00534571989765525,0.00604492803454239,-0.0160538233100625,-0.00961989737670491,0
"14",2013-01-22,0.00949500928900326,-0.00711770448169124,0.0354400394326072,-0.0023306017084006,-0.00367645020053752
"15",2013-01-23,0.0181396168122233,-0.00772813450669917,0.00292445374957632,0.0535032527366936,0.0168012107535839
"16",2013-01-24,-0.131884702903697,0.0197580378551346,0.00840069560747692,0.0169956758545628,0.000723851259140575
"17",2013-01-25,-0.0238559733041827,0.0377836650918034,0.0146920877412156,-0.000716220773345702,0.00900757811444734
"18",2013-01-28,0.0223677136931978,-0.02839317570479,0.0290600036717514,-0.00390852530759562,0.00107547554255122
"19",2013-01-29,0.0185889444494929,-0.0585189127015634,-0.0531266224979279,0.00392179361266109,0.00357651745177372
"20",2013-01-30,-0.00314717896319602,0.0465654216599112,0.0145093305569994,0.000198998152199102,-0.00572866887999626
"21",2013-01-31,-0.00293771743823281,-0.0269774836327253,-0.00835748998276255,0.00246438208212602,-0.0144665711667984
"22",2013-02-01,-0.00411381032171885,-0.00188501469577134,-0.0411851979787163,0.026005685992849,0.0173352617779885
"23",2013-02-04,-0.025226478507254,-0.0191250786954031,-0.0560312165170378,-0.0216088232522239,-0.0176999043893049
"24",2013-02-05,0.0344863815902485,0.0262318974044884,0.0186788866832745,0.00881458148884234,0.0021843592059101
"25",2013-02-06,-0.00107093027837502,-0.0176527948104599,0.0142141416982687,0.00576852275798569,-0.00583521985787726
"26",2013-02-07,0.0293006631134798,-0.00761795225599804,-0.0138650057137632,0.00489604146737783,-0.00219698338875749
"27",2013-02-08,0.0143340795926133,0.00658779403564751,-0.00349654208499957,0.0146476270917201,0.0098487861359593
"28",2013-02-11,0.0103676446756293,-0.0182608547988803,-0.0102095238193675,-0.00376324970149542,0.011189462202975
"29",2013-02-12,-0.0253857270507862,0.00577629871214091,-0.0319998176674408,-0.00220067430024635,0.000717485365576673
"30",2013-02-13,-0.00190375379970783,0.0407879350318829,0.0195374879592903,0.00276286073868791,0.00536572188790541
"31",2013-02-14,-0.000899892890744537,-0.0008539326087125,0.020919039726374,0.00631575838810647,0.000356884321463194
"32",2013-02-15,-0.0138765592496157,-0.0155337621211263,-0.00633581844908578,0.00641485724059677,-0.00107061321504358
"33",2013-02-19,-0.000369588746005724,0.0174262282584425,0.0213108501625247,0.017453311990595,0.0096723828044618
"34",2013-02-20,-0.0245159060632115,-0.0124591136245368,-0.0163795614633725,-0.0179957658383936,-0.00643780698839234
"35",2013-02-21,-0.00623519585652451,-0.0017657635646541,-0.0423456878925191,0.00386658692892198,-0.0137285654103917
"36",2013-02-22,0.0105924057730254,-0.00195720096097448,-0.00551377982087743,0.00524055237158742,0.00977392210132433
"37",2013-02-25,-0.0179277309944876,-0.0211320392546227,0.00514710704622248,-0.0112419636639085,-0.0141487411827472
"38",2013-02-26,0.0138378114864096,-0.0019644865807616,0.00439074990781385,-0.000809722751806874,0
"39",2013-02-27,-0.00984843676446567,0.0148871508613906,-0.0191674869216856,0.0121392117309459,0.0159480229895368
"40",2013-02-28,-0.00715614181122743,0.00386711515163175,0.0140430612656277,0.00177394711573804,-0.000359369704329465
"41",2013-03-01,-0.0250737766237959,0.00554708336667754,0.0192628522140641,0.00620884409723332,0.0053809754880555
"42",2013-03-04,-0.024504202815896,0.0273562399779138,-0.00216223507665144,0.0188124791006732,0.00713024812596536
"43",2013-03-05,0.0260592606767351,0.00903964998633648,-0.00724112518152286,0.0206019101326085,0.00707980877423212
"44",2013-03-06,-0.0127917485753855,-0.00655281744686475,-0.00254680867973137,-0.00864687200458964,-0.00921354169856787
"45",2013-03-07,0.0114920823336739,0.000328650459252868,0.0403409681163097,0.00146632656648345,0.00177832956371804
"46",2013-03-08,0.00264434618142775,0.00113123151823271,-0.0219322909014916,-0.00129795100166422,-0.00498728046339152
"47",2013-03-11,0.0141446751209037,-0.0108173030793433,0.00641713454940985,0.00396075837322767,-0.00465380858340476
"48",2013-03-12,-0.0217946869891829,0.0105984637173885,-0.0110774406118403,-0.00867411217058183,0.0014341490599079
"49",2013-03-13,-0.000186970293313769,0.00353222507546893,-0.0273191274937252,-0.00278296257137921,0.000358289615752639
"50",2013-03-14,0.00964200061927407,-0.0346163402083854,-0.00147815988706296,-0.00457840714026278,0.00784865037113585
"51",2013-03-15,0.025476034024518,-0.0148610780445161,-0.0145281375451577,-0.00885178748207336,-0.00355982721821933
"52",2013-03-18,0.0268202335045288,-0.015124075906889,-0.00602184732787522,-0.0080267537952058,0.00213749176219729
"53",2013-03-19,-0.00270298019373181,-0.00575545413493712,0.0022624067391854,0.00436047218496393,0.00284281718084374
"54",2013-03-20,-0.00531675323445435,0.00338724065773359,-0.0263322980096927,0.00416964207192188,0.004955918151699
"55",2013-03-21,0.00143672200400494,-0.0152351822410608,-0.00465120984549034,-0.00424359828892954,-0.00744311818411052
"56",2013-03-22,0.0200744395643182,0.0170603230343446,-0.000388575874327771,-0.001171749761975,0.00496814623495294
"57",2013-03-25,0.00360874111776641,-0.00673459943449995,-0.0235953145312288,-0.000827165529459313,-0.00319078911082816
"58",2013-03-26,-0.00527724639207387,0.0166176973277916,0.00317838977060465,0.00342773509405138,0
"59",2013-03-27,-0.0198426562940157,0.0189879951215188,0.0343113976156082,-0.0120862437513971,0.00742961919648321
"60",2013-03-28,-0.0210570729910711,0.00447546601297847,-0.0197413029979405,-0.0106084542675452,0.0084240939949458
"61",2013-04-01,-0.0315548854354909,-0.0184818941099863,-0.00195652572770056,0.00877540880059314,0
"62",2013-04-02,0.00204963218339349,0.00651526136842806,-0.00431800466168792,0.0146822060048783,0.00661882806215624
"63",2013-04-03,0.00510580371114439,-0.0164261679362788,0.0321297232763246,-0.00844847663000616,-0.00836804097492933
"64",2013-04-04,-0.00993378444057184,0.000192962890142496,0.0307601145885771,-0.0139017331650034,0.00139944283496986
"65",2013-04-05,-0.0106237358764367,-0.0139927311005784,0.0117518431391013,-0.0152335467719945,0.00349069606448705
"66",2013-04-08,0.00708726593504691,0.0134909261743065,-0.0199121258104373,-0.0105271447587814,-0.00384013739451923
"67",2013-04-09,0.00180504954746077,0.00842168020945235,-0.00973061569994535,0.00360708059061169,0.0350552485928331
"68",2013-04-10,0.0201939124889105,0.0138047636275138,0.036193019780777,0.0159842158892911,0.0223752641714969
"69",2013-04-11,-0.00312639963372385,0.0190047882513684,0.0161903158731556,0.000265719081290254,-0.0452627427971483
"70",2013-04-12,-0.0104847590661679,0.0111292016711081,-0.0223755275148364,-0.000430249403957059,-0.00519690766246252
"71",2013-04-15,-0.0234223649396629,-0.019053811002647,-0.0326438480763627,-0.0103309917935527,-0.00347935704949886
"72",2013-04-16,0.0151050385875269,0.0171096090412187,0.0149703394588655,0.0145245039425682,0.00971216220705842
"73",2013-04-17,-0.0565625554460524,-0.0183056287793583,-0.0108311425023204,-0.0137191508491873,-0.00484412770653557
"74",2013-04-18,-0.0270507391095474,-0.0302972222052343,-0.0359365122267633,-0.0215058749754604,-0.00138867745102395
"75",2013-04-19,-0.00388446967259245,0.00346325033639522,0.00155577624620951,0.0433844990733751,0.0334734014445974
"76",2013-04-22,0.0206292227939359,0.012331387408349,0.00928436087503512,0.000299995967113405,0.0349870442070295
"77",2013-04-23,0.0185391016391433,0.0200964831926335,0.000385024073765458,0.00968906337661753,-0.00748809585051272
"78",2013-04-24,-0.00165095809850125,-0.000446343563288084,0.0049914097680854,0.00684623075026173,0.0372073832286585
"79",2013-04-25,0.00717597256431553,0.0217864393868432,0.00114824892998913,-0.00536196234204187,0.00565144732007362
"80",2013-04-26,0.0213675277650232,-0.0751614752385281,0.0267991510143458,-0.0095373574820793,-0.00470718957845649
"81",2013-04-29,0.0304983391885801,-0.0200977648388977,0.00483002982473607,0.0217721799164727,0.0254670201457937
"82",2013-04-30,0.0290087231917756,0.0161655510195845,0.0288604505390983,0.00670468312347984,0.0149143333174997
"83",2013-05-01,-0.0079131514100206,-0.0222302281092934,-0.0123189963691963,-0.0050333964532864,-0.0115469359666419
"84",2013-05-02,0.0140823992864211,0.0172535411747858,0.0546234723132792,0.011127067773399,0.0133580003020489
"85",2013-05-03,0.0099608681821226,0.0215440572992218,-0.0230457134621908,0.0192326649647992,0.00990278601262695
"86",2013-05-06,0.0235658644697205,-0.00907021828306601,-0.0264868387648949,0.0185447311927529,0.00773351759716634
"87",2013-05-07,-0.00445945841042273,0.00782946818934513,-0.0249737919434787,-0.00502685019413427,-0.0131229760027112
"88",2013-05-08,0.0112303582154626,0.00367918151953262,0.00851706685312375,0.0189507139696647,-0.00965302984448595
"89",2013-05-09,-0.00876267089958842,0.00570509221666853,-0.00295421178833928,-0.0024640382659815,-0.0100535597587198
"90",2013-05-10,-0.00835381369096032,0.0132497821852111,-0.0134030671095883,0.00999028625033382,0.000918105672257115
"91",2013-05-13,0.00389980168156246,0.00333247165298818,0.00523365680610955,-0.00307208891028751,0.0103470534052789
"92",2013-05-14,-0.0242165981527413,0.0143384222924404,0.00927822577267742,0.0108465847467999,0.0220117773379857
"93",2013-05-15,-0.0344020414977122,-0.00661816638976253,-0.0175148878385564,0.0319385868537959,0.00949869645770984
